Invoice_ID,Date,Month,Year,Order_Channel,Product_Name,Product_Category,Unit_Price,Quantity_Sold,Total_Sales,Discount (%),Net_Revenue,Profit_Margin (%),Customer_ID,Customer_Type,Customer_Location,Stock_Availability,Delivery_Status,Delivery_Time (Days),Return_Status
55a78cd4,2024-08-03,8,2024,Distributor,Fevicol SH,Adhesive,162,14,2268,9.0,2063.88,15.11,b970e3,Industrial Buyer,Kolkata,Available,Pending,,Returned
f410a587,2024-10-18,10,2024,Distributor,Fevicol FastGrip,Quick Adhesive,87,43,3741,0.64,3717.0576,23.31,653b8e,Retailer,Kolkata,Out of Stock,Pending,,Returned
d7935300,2023-09-01,9,2023,Online,Fevicol MR,Adhesive,63,7,441,10.67,393.9453,22.2,e9e79c,Direct Consumer,Ahmedabad,Available,Delivered,7.0,Returned
8a27af2f,2023-07-05,7,2023,Distributor,Fevicol FastGrip,Quick Adhesive,95,43,4085,3.81,3929.3615,15.14,88e84e,Wholesaler,Chennai,Out of Stock,Cancelled,,Returned
671ceca8,2023-08-13,8,2023,Retail Store,Fevicol FastGrip,Quick Adhesive,104,28,2912,0.22,2905.5936,13.56,d715e3,Industrial Buyer,Delhi,Available,Delivered,2.0,Not Returned
fbfe45cd,2024-07-17,7,2024,Retail Store,Fevicol SH,Adhesive,106,47,4982,0.43,4960.5774,12.78,b3f741,Industrial Buyer,Mumbai,Out of Stock,Delivered,8.0,Not Returned
1f8226ad,2023-12-13,12,2023,Distributor,Fevicol MR,Adhesive,84,3,252,3.9,242.172,18.08,79ad1c,Industrial Buyer,Chennai,Out of Stock,Delivered,6.0,Returned
ab737118,2024-05-19,5,2024,Distributor,Fevicol SH,Adhesive,132,30,3960,14.49,3386.196,15.74,3699fb,Wholesaler,Hyderabad,Available,Cancelled,,Not Returned
fa38cbfa,2023-02-14,2,2023,Online,Fevicol Marine,Industrial Glue,407,48,19536,6.7,18227.088,15.64,39a448,Direct Consumer,Kolkata,Available,Cancelled,,Returned
607d7dfc,2023-08-23,8,2023,Distributor,Fevicol HeatX,Heat-Resistant,216,5,1080,8.95,983.34,22.26,8d4595,Industrial Buyer,Chennai,Out of Stock,Delivered,9.0,Not Returned
39812327,2023-06-30,6,2023,Online,Fevicol MR,Adhesive,63,25,1575,1.84,1546.02,18.44,988262,Retailer,Ahmedabad,Available,Delivered,5.0,Returned
8dfa2e57,2023-12-25,12,2023,Distributor,Fevicol SH,Adhesive,151,32,4832,9.01,4396.6368,29.57,ad5bce,Direct Consumer,Mumbai,Out of Stock,Delivered,8.0,Not Returned
6b2f1b92,2024-11-06,11,2024,Online,Fevicol FastGrip,Quick Adhesive,113,23,2599,13.4,2250.734,24.72,bb499c,Wholesaler,Chennai,Out of Stock,Cancelled,,Not Returned
f523af88,2023-06-07,6,2023,Distributor,Fevicol Marine,Industrial Glue,417,4,1668,2.24,1630.6368,21.95,f37150,Industrial Buyer,Chennai,Available,Delivered,7.0,Not Returned
f9d50481,2024-07-11,7,2024,Distributor,Fevicol FastGrip,Quick Adhesive,139,12,1668,10.91,1486.0212,19.67,b19c13,Direct Consumer,Mumbai,Available,Delivered,7.0,Returned
eab516b5,2025-01-26,1,2025,Distributor,Fevicol Marine,Industrial Glue,414,45,18630,3.88,17907.156,10.36,683bc9,Industrial Buyer,Chennai,Out of Stock,Pending,,Not Returned
21ed17b5,2024-05-11,5,2024,Distributor,Fevicol Marine,Industrial Glue,251,11,2761,8.77,2518.8603,13.04,b0dcfe,Direct Consumer,Kolkata,Out of Stock,Cancelled,,Not Returned
4495cb69,2024-03-09,3,2024,Distributor,Fevicol FastGrip,Quick Adhesive,73,45,3285,14.41,2811.6315,11.02,7ca6fa,Retailer,Mumbai,Available,Delivered,7.0,Returned
2d489c2e,2023-04-17,4,2023,Distributor,Fevicol MR,Adhesive,93,39,3627,12.79,3163.1067000000003,17.53,f31f64,Industrial Buyer,Kolkata,Available,Delivered,5.0,Not Returned
9f18b2b1,2023-03-23,3,2023,Online,Fevicol Marine,Industrial Glue,165,12,1980,9.52,1791.504,29.35,3b2b0c,Wholesaler,Kolkata,Out of Stock,Delivered,7.0,Returned
0bc98ccc,2024-06-19,6,2024,Online,Fevicol Marine,Industrial Glue,298,5,1490,11.35,1320.885,14.58,85785a,Direct Consumer,Ahmedabad,Available,Cancelled,,Returned
3e596624,2024-11-19,11,2024,Distributor,Fevicol Marine,Industrial Glue,293,8,2344,12.07,2061.0792,12.28,07d4c8,Retailer,Chennai,Out of Stock,Pending,,Returned
0286aa11,2024-11-18,11,2024,Distributor,Fevicol SH,Adhesive,142,9,1278,6.65,1193.013,10.02,c4c087,Retailer,Hyderabad,Out of Stock,Pending,,Not Returned
f4144459,2023-10-04,10,2023,Online,Fevicol FastGrip,Quick Adhesive,132,32,4224,3.03,4096.0128,22.35,fca46f,Direct Consumer,Delhi,Out of Stock,Cancelled,,Returned
e9b72bd1,2023-05-07,5,2023,Retail Store,Fevicol HeatX,Heat-Resistant,306,34,10404,2.08,10187.5968,23.95,5d81d3,Retailer,Ahmedabad,Out of Stock,Delivered,10.0,Not Returned
2f8c87a2,2025-01-11,1,2025,Retail Store,Fevicol SH,Adhesive,171,50,8550,0.11,8540.595,24.79,aff18d,Retailer,Mumbai,Available,Pending,,Returned
a8abde8a,2023-11-22,11,2023,Distributor,Fevicol FastGrip,Quick Adhesive,118,18,2124,4.04,2038.1904,10.23,1d4570,Wholesaler,Ahmedabad,Out of Stock,Delivered,4.0,Not Returned
7665349b,2025-01-10,1,2025,Online,Fevicol Marine,Industrial Glue,315,31,9765,8.9,8895.914999999999,12.56,094caa,Retailer,Ahmedabad,Out of Stock,Pending,,Returned
377b543f,2023-04-23,4,2023,Retail Store,Fevicol SH,Adhesive,142,2,284,10.5,254.18,20.29,a1eabc,Industrial Buyer,Kolkata,Out of Stock,Delivered,8.0,Not Returned
e1d7b8f0,2023-04-26,4,2023,Online,Fevicol HeatX,Heat-Resistant,480,36,17280,6.36,16180.992,11.56,04c8b4,Wholesaler,Delhi,Out of Stock,Cancelled,,Not Returned
b8d4f9ce,2023-06-16,6,2023,Online,Fevicol MR,Adhesive,65,41,2665,6.72,2485.912,22.45,83fdf8,Retailer,Chennai,Available,Pending,,Not Returned
ddb40ab8,2023-12-23,12,2023,Retail Store,Fevicol FastGrip,Quick Adhesive,118,27,3186,12.8,2778.192,17.61,95a521,Wholesaler,Bangalore,Available,Pending,,Returned
5277e028,2023-09-01,9,2023,Retail Store,Fevicol SH,Adhesive,131,30,3930,4.44,3755.508,20.41,c5d04e,Industrial Buyer,Ahmedabad,Out of Stock,Delivered,7.0,Returned
1a24053e,2024-10-14,10,2024,Retail Store,Fevicol SH,Adhesive,94,38,3572,6.8,3329.104,19.45,b207f0,Retailer,Mumbai,Available,Cancelled,,Returned
dfbbfeb7,2024-12-09,12,2024,Distributor,Fevicol MR,Adhesive,53,31,1643,7.13,1525.8541,19.76,13296d,Wholesaler,Bangalore,Out of Stock,Delivered,1.0,Not Returned
fe5e404e,2024-04-15,4,2024,Distributor,Fevicol FastGrip,Quick Adhesive,122,44,5368,2.34,5242.3888,20.58,d20a35,Industrial Buyer,Ahmedabad,Available,Delivered,10.0,Returned
5be17e23,2024-08-20,8,2024,Distributor,Fevicol FastGrip,Quick Adhesive,147,7,1029,5.96,967.6716,15.11,34a876,Direct Consumer,Ahmedabad,Out of Stock,Cancelled,,Returned
972d6229,2024-12-11,12,2024,Distributor,Fevicol MR,Adhesive,93,6,558,6.5,521.73,10.91,46c6cf,Retailer,Hyderabad,Out of Stock,Pending,,Returned
f6169f60,2023-10-05,10,2023,Distributor,Fevicol SH,Adhesive,103,12,1236,4.55,1179.762,21.98,9140cb,Industrial Buyer,Mumbai,Out of Stock,Cancelled,,Not Returned
c641666b,2024-10-21,10,2024,Distributor,Fevicol MR,Adhesive,59,14,826,5.94,776.9356,28.2,868204,Industrial Buyer,Mumbai,Available,Cancelled,,Returned
6a0da3d3,2023-09-03,9,2023,Online,Fevicol MR,Adhesive,53,18,954,3.18,923.6628,26.87,09ba7b,Retailer,Delhi,Available,Pending,,Returned
eb629c46,2025-01-14,1,2025,Online,Fevicol SH,Adhesive,200,31,6200,0.31,6180.78,13.94,e7919b,Direct Consumer,Hyderabad,Available,Delivered,3.0,Not Returned
3440a425,2023-05-20,5,2023,Online,Fevicol Marine,Industrial Glue,350,29,10150,13.63,8766.555,16.92,ad5aa2,Industrial Buyer,Hyderabad,Out of Stock,Delivered,1.0,Returned
b4c8c372,2024-09-15,9,2024,Retail Store,Fevicol SH,Adhesive,91,18,1638,13.13,1422.9306,26.5,1b5101,Wholesaler,Ahmedabad,Out of Stock,Cancelled,,Not Returned
f78a3cd8,2024-11-21,11,2024,Online,Fevicol Marine,Industrial Glue,159,47,7473,11.24,6633.0348,22.49,38305b,Industrial Buyer,Hyderabad,Out of Stock,Delivered,7.0,Not Returned
a6240faa,2024-08-17,8,2024,Online,Fevicol FastGrip,Quick Adhesive,132,46,6072,14.0,5221.92,11.47,abda41,Retailer,Chennai,Out of Stock,Pending,,Not Returned
a4ce9604,2024-08-27,8,2024,Retail Store,Fevicol MR,Adhesive,76,20,1520,9.56,1374.688,25.6,29ec38,Industrial Buyer,Kolkata,Out of Stock,Pending,,Returned
3ee01283,2023-05-26,5,2023,Online,Fevicol FastGrip,Quick Adhesive,134,46,6164,11.07,5481.6452,19.91,1c83cc,Wholesaler,Mumbai,Available,Cancelled,,Returned
72d76e22,2024-05-31,5,2024,Retail Store,Fevicol Marine,Industrial Glue,208,5,1040,0.53,1034.488,28.28,b5ec02,Wholesaler,Ahmedabad,Out of Stock,Cancelled,,Not Returned
350e2003,2024-04-23,4,2024,Retail Store,Fevicol MR,Adhesive,78,12,936,9.34,848.5776,26.63,e12b1e,Direct Consumer,Ahmedabad,Available,Delivered,1.0,Returned
87cbc834,2023-07-20,7,2023,Distributor,Fevicol MR,Adhesive,53,43,2279,13.79,1964.7259,29.63,701cb3,Retailer,Chennai,Out of Stock,Cancelled,,Returned
117dbbae,2024-03-23,3,2024,Retail Store,Fevicol HeatX,Heat-Resistant,270,21,5670,7.4,5250.42,10.6,8a0852,Industrial Buyer,Hyderabad,Available,Pending,,Not Returned
9f61da43,2024-03-03,3,2024,Online,Fevicol SH,Adhesive,121,45,5445,9.28,4939.704,29.69,e56a66,Direct Consumer,Mumbai,Out of Stock,Cancelled,,Not Returned
7f9a789e,2024-09-22,9,2024,Retail Store,Fevicol HeatX,Heat-Resistant,488,46,22448,4.51,21435.5952,13.35,8b90f8,Wholesaler,Delhi,Out of Stock,Delivered,5.0,Returned
4ad9d6d3,2023-04-11,4,2023,Distributor,Fevicol MR,Adhesive,91,32,2912,3.82,2800.7616,26.03,6812d9,Wholesaler,Delhi,Out of Stock,Delivered,10.0,Returned
a6c973f5,2024-11-12,11,2024,Distributor,Fevicol MR,Adhesive,87,26,2262,14.78,1927.6764,15.24,2e8196,Retailer,Mumbai,Out of Stock,Delivered,2.0,Returned
8edc8d1d,2023-09-24,9,2023,Online,Fevicol SH,Adhesive,98,20,1960,11.09,1742.636,28.78,54fc07,Wholesaler,Kolkata,Available,Cancelled,,Not Returned
5559e113,2024-01-10,1,2024,Retail Store,Fevicol FastGrip,Quick Adhesive,89,43,3827,4.61,3650.5753,12.48,61beeb,Industrial Buyer,Chennai,Out of Stock,Delivered,2.0,Returned
7df157f0,2024-02-12,2,2024,Retail Store,Fevicol SH,Adhesive,135,7,945,3.43,912.5865,17.39,94041e,Direct Consumer,Bangalore,Available,Cancelled,,Not Returned
1ba654e2,2025-01-04,1,2025,Distributor,Fevicol MR,Adhesive,89,37,3293,8.88,3000.5816,21.13,7af4ad,Wholesaler,Chennai,Out of Stock,Pending,,Returned
f48690df,2023-12-11,12,2023,Distributor,Fevicol SH,Adhesive,160,36,5760,8.79,5253.696,28.54,0e2a46,Direct Consumer,Bangalore,Available,Delivered,9.0,Not Returned
0d1a3625,2024-09-05,9,2024,Retail Store,Fevicol FastGrip,Quick Adhesive,95,21,1995,0.72,1980.636,12.56,d1526d,Wholesaler,Ahmedabad,Out of Stock,Delivered,7.0,Returned
25bc171a,2023-03-13,3,2023,Online,Fevicol HeatX,Heat-Resistant,508,24,12192,6.53,11395.8624,12.76,0876fb,Retailer,Bangalore,Out of Stock,Cancelled,,Not Returned
9b75cd1f,2023-11-30,11,2023,Online,Fevicol SH,Adhesive,130,4,520,0.66,516.568,12.38,8cddbe,Direct Consumer,Bangalore,Out of Stock,Delivered,9.0,Not Returned
0afa8cc1,2024-08-06,8,2024,Online,Fevicol MR,Adhesive,80,23,1840,3.38,1777.808,20.21,34ff96,Wholesaler,Ahmedabad,Available,Cancelled,,Returned
e7213693,2023-06-16,6,2023,Online,Fevicol HeatX,Heat-Resistant,294,37,10878,13.93,9362.694599999999,25.45,8073fb,Direct Consumer,Delhi,Out of Stock,Delivered,2.0,Returned
925fe4e4,2025-01-27,1,2025,Online,Fevicol SH,Adhesive,154,22,3388,13.59,2927.5708,22.91,2e2226,Retailer,Chennai,Out of Stock,Delivered,2.0,Returned
2a16bfe1,2023-10-17,10,2023,Distributor,Fevicol SH,Adhesive,197,37,7289,9.19,6619.1409,17.76,637a4e,Retailer,Bangalore,Available,Cancelled,,Not Returned
25d15c22,2023-03-04,3,2023,Retail Store,Fevicol HeatX,Heat-Resistant,549,31,17019,8.71,15536.6451,13.28,e7da86,Direct Consumer,Delhi,Available,Delivered,1.0,Returned
0d50e0bb,2024-03-06,3,2024,Online,Fevicol FastGrip,Quick Adhesive,126,36,4536,7.91,4177.2024,14.76,f43ec5,Industrial Buyer,Chennai,Available,Cancelled,,Returned
03f74b25,2024-04-04,4,2024,Online,Fevicol SH,Adhesive,92,5,460,3.18,445.372,25.86,5b0fb8,Retailer,Chennai,Out of Stock,Delivered,2.0,Returned
0941691a,2024-08-30,8,2024,Online,Fevicol MR,Adhesive,90,22,1980,11.36,1755.0720000000001,12.52,d58e84,Wholesaler,Mumbai,Out of Stock,Delivered,2.0,Returned
a8e21dbe,2025-01-06,1,2025,Online,Fevicol Marine,Industrial Glue,360,43,15480,3.44,14947.488,12.7,16d28c,Direct Consumer,Bangalore,Out of Stock,Pending,,Not Returned
67837ce9,2023-12-29,12,2023,Online,Fevicol HeatX,Heat-Resistant,348,7,2436,5.28,2307.3792,17.71,34a366,Industrial Buyer,Kolkata,Available,Cancelled,,Returned
e5c90e8d,2024-01-24,1,2024,Online,Fevicol FastGrip,Quick Adhesive,132,34,4488,1.35,4427.412,26.04,3b617a,Direct Consumer,Mumbai,Available,Delivered,3.0,Returned
65786c27,2024-04-14,4,2024,Online,Fevicol HeatX,Heat-Resistant,500,24,12000,12.17,10539.6,15.65,e915f4,Wholesaler,Hyderabad,Available,Pending,,Not Returned
10414870,2024-02-08,2,2024,Distributor,Fevicol HeatX,Heat-Resistant,531,39,20709,8.25,19000.5075,28.6,343f0a,Industrial Buyer,Bangalore,Available,Pending,,Returned
51abc2e5,2024-03-18,3,2024,Online,Fevicol MR,Adhesive,97,1,97,6.18,91.0054,23.36,4e11d1,Retailer,Delhi,Out of Stock,Pending,,Not Returned
c9ee5acd,2023-08-13,8,2023,Retail Store,Fevicol SH,Adhesive,123,43,5289,8.16,4857.4176,16.58,4cc4e4,Retailer,Delhi,Out of Stock,Cancelled,,Not Returned
0d20fd19,2024-07-01,7,2024,Distributor,Fevicol SH,Adhesive,81,4,324,0.51,322.3476,12.88,f7a40d,Direct Consumer,Mumbai,Available,Cancelled,,Returned
d7c8e149,2023-12-07,12,2023,Distributor,Fevicol Marine,Industrial Glue,420,26,10920,13.31,9466.548,20.94,648bee,Retailer,Ahmedabad,Out of Stock,Delivered,9.0,Not Returned
5f244cba,2023-07-06,7,2023,Retail Store,Fevicol MR,Adhesive,69,6,414,5.66,390.56759999999997,12.66,bb0837,Direct Consumer,Chennai,Available,Delivered,1.0,Returned
c4fe63ed,2024-10-30,10,2024,Distributor,Fevicol Marine,Industrial Glue,298,22,6556,2.96,6361.9424,11.38,56fd43,Industrial Buyer,Hyderabad,Out of Stock,Delivered,4.0,Returned
7a6baae0,2024-05-19,5,2024,Distributor,Fevicol MR,Adhesive,74,25,1850,5.88,1741.22,28.26,35f58d,Industrial Buyer,Delhi,Out of Stock,Cancelled,,Not Returned
d8054c4b,2024-10-20,10,2024,Online,Fevicol SH,Adhesive,124,17,2108,6.23,1976.6716,11.83,6db552,Retailer,Ahmedabad,Available,Cancelled,,Returned
dccc5a9c,2023-07-09,7,2023,Retail Store,Fevicol FastGrip,Quick Adhesive,87,37,3219,6.7,3003.327,16.47,e74594,Retailer,Kolkata,Out of Stock,Delivered,9.0,Not Returned
96c7139e,2023-05-22,5,2023,Retail Store,Fevicol FastGrip,Quick Adhesive,88,50,4400,2.02,4311.12,25.31,145555,Direct Consumer,Chennai,Out of Stock,Cancelled,,Not Returned
6d3715f7,2023-07-29,7,2023,Distributor,Fevicol Marine,Industrial Glue,392,26,10192,2.26,9961.6608,18.24,1c0454,Industrial Buyer,Kolkata,Available,Delivered,7.0,Returned
8f2851bd,2023-02-25,2,2023,Retail Store,Fevicol FastGrip,Quick Adhesive,145,14,2030,12.38,1778.686,10.43,f8a04b,Retailer,Chennai,Out of Stock,Cancelled,,Not Returned
671ce2a9,2024-11-19,11,2024,Distributor,Fevicol SH,Adhesive,191,13,2483,3.44,2397.5848,21.4,7d0945,Industrial Buyer,Ahmedabad,Available,Cancelled,,Not Returned
03589516,2023-08-12,8,2023,Online,Fevicol SH,Adhesive,146,48,7008,4.87,6666.7104,16.84,ef109c,Retailer,Chennai,Out of Stock,Pending,,Returned
7bdb214c,2023-03-22,3,2023,Distributor,Fevicol MR,Adhesive,100,48,4800,1.46,4729.92,20.17,cbc87c,Direct Consumer,Kolkata,Available,Pending,,Not Returned
83a610c9,2024-08-16,8,2024,Retail Store,Fevicol FastGrip,Quick Adhesive,130,39,5070,0.85,5026.905,13.1,aad3c3,Retailer,Chennai,Available,Pending,,Not Returned
7a4bb4fb,2024-08-25,8,2024,Retail Store,Fevicol Marine,Industrial Glue,158,39,6162,7.44,5703.5472,23.74,f9d36f,Industrial Buyer,Ahmedabad,Available,Cancelled,,Not Returned
c8c5fbf5,2024-03-31,3,2024,Distributor,Fevicol HeatX,Heat-Resistant,518,28,14504,7.98,13346.5808,18.57,4cac92,Retailer,Delhi,Available,Pending,,Not Returned
be54ac7a,2024-10-20,10,2024,Retail Store,Fevicol MR,Adhesive,53,44,2332,9.3,2115.124,12.9,7d7feb,Wholesaler,Bangalore,Out of Stock,Pending,,Returned
5fd40ff8,2023-08-22,8,2023,Distributor,Fevicol FastGrip,Quick Adhesive,107,11,1177,10.33,1055.4159,15.05,1e94bf,Industrial Buyer,Mumbai,Out of Stock,Delivered,4.0,Returned
14787d11,2023-05-23,5,2023,Distributor,Fevicol HeatX,Heat-Resistant,283,17,4811,8.54,4400.1406,20.61,3f1451,Wholesaler,Mumbai,Available,Cancelled,,Not Returned
cfdda53c,2024-10-07,10,2024,Retail Store,Fevicol FastGrip,Quick Adhesive,103,46,4738,6.26,4441.4012,28.53,4b99a7,Wholesaler,Mumbai,Available,Delivered,5.0,Returned
86e613f6,2024-04-13,4,2024,Online,Fevicol MR,Adhesive,77,22,1694,8.4,1551.704,12.99,f47e18,Wholesaler,Chennai,Available,Cancelled,,Returned
b81c7527,2023-08-21,8,2023,Online,Fevicol MR,Adhesive,88,46,4048,8.91,3687.3232,21.21,0ebe21,Wholesaler,Chennai,Available,Cancelled,,Returned
fba2dbbc,2023-08-01,8,2023,Distributor,Fevicol MR,Adhesive,58,49,2842,8.55,2599.009,12.36,a408bb,Wholesaler,Bangalore,Out of Stock,Pending,,Not Returned
a96e7fa5,2024-03-07,3,2024,Distributor,Fevicol HeatX,Heat-Resistant,456,34,15504,6.4,14511.744,21.36,626bd4,Industrial Buyer,Hyderabad,Out of Stock,Pending,,Returned
389725d7,2023-05-13,5,2023,Retail Store,Fevicol HeatX,Heat-Resistant,587,30,17610,4.81,16762.959,21.3,992009,Direct Consumer,Bangalore,Available,Cancelled,,Not Returned
67840af8,2025-02-06,2,2025,Retail Store,Fevicol HeatX,Heat-Resistant,346,41,14186,1.14,14024.2796,25.05,2da7ce,Industrial Buyer,Delhi,Available,Pending,,Returned
7a0c35d2,2023-06-15,6,2023,Distributor,Fevicol HeatX,Heat-Resistant,226,11,2486,2.8,2416.392,15.45,153d15,Wholesaler,Hyderabad,Available,Delivered,1.0,Returned
b64f35b0,2023-09-19,9,2023,Distributor,Fevicol HeatX,Heat-Resistant,157,21,3297,3.51,3181.2753,20.29,876900,Direct Consumer,Chennai,Available,Pending,,Not Returned
52ee99de,2023-05-05,5,2023,Retail Store,Fevicol SH,Adhesive,151,38,5738,7.32,5317.9784,24.12,367d73,Retailer,Kolkata,Available,Cancelled,,Not Returned
f7043f10,2024-11-19,11,2024,Retail Store,Fevicol MR,Adhesive,89,41,3649,8.59,3335.5509,27.46,923541,Wholesaler,Ahmedabad,Out of Stock,Cancelled,,Not Returned
3574dc6c,2023-05-30,5,2023,Retail Store,Fevicol FastGrip,Quick Adhesive,115,20,2300,14.49,1966.73,15.61,c520ae,Retailer,Kolkata,Out of Stock,Delivered,5.0,Returned
cc5b90c6,2023-03-16,3,2023,Retail Store,Fevicol FastGrip,Quick Adhesive,86,45,3870,11.79,3413.727,23.94,b41efd,Direct Consumer,Chennai,Out of Stock,Pending,,Returned
a0e6e4de,2024-11-20,11,2024,Distributor,Fevicol SH,Adhesive,164,14,2296,11.8,2025.0720000000001,15.08,0ffbd6,Retailer,Chennai,Out of Stock,Cancelled,,Returned
a679d1bc,2024-01-21,1,2024,Online,Fevicol SH,Adhesive,177,46,8142,9.55,7364.439,19.9,289124,Wholesaler,Bangalore,Available,Delivered,4.0,Not Returned
5a3279e7,2023-09-11,9,2023,Online,Fevicol SH,Adhesive,181,12,2172,1.44,2140.7232,21.05,8d0243,Wholesaler,Kolkata,Available,Pending,,Returned
ad49a6ca,2023-04-30,4,2023,Online,Fevicol SH,Adhesive,91,1,91,13.5,78.715,21.71,346bcb,Wholesaler,Mumbai,Out of Stock,Delivered,2.0,Not Returned
fda03354,2024-09-19,9,2024,Online,Fevicol HeatX,Heat-Resistant,553,30,16590,12.31,14547.771,14.01,ecd6cb,Wholesaler,Kolkata,Out of Stock,Cancelled,,Returned
fcfd74d4,2024-11-20,11,2024,Retail Store,Fevicol FastGrip,Quick Adhesive,78,19,1482,1.87,1454.2866,28.02,726ea1,Retailer,Hyderabad,Out of Stock,Pending,,Not Returned
7c211ffd,2023-10-20,10,2023,Distributor,Fevicol HeatX,Heat-Resistant,262,32,8384,11.81,7393.8496,22.06,d962b9,Wholesaler,Hyderabad,Out of Stock,Pending,,Returned
9ee0b976,2023-05-30,5,2023,Retail Store,Fevicol MR,Adhesive,75,37,2775,4.45,2651.5125,29.06,4563ea,Industrial Buyer,Hyderabad,Out of Stock,Cancelled,,Returned
355c4f0e,2023-08-27,8,2023,Retail Store,Fevicol MR,Adhesive,50,15,750,5.38,709.65,16.65,d021a0,Retailer,Hyderabad,Available,Delivered,7.0,Returned
ab3006c0,2024-11-14,11,2024,Online,Fevicol FastGrip,Quick Adhesive,80,34,2720,4.82,2588.896,17.97,53fb04,Industrial Buyer,Kolkata,Out of Stock,Delivered,4.0,Not Returned
5704a82c,2024-05-02,5,2024,Retail Store,Fevicol FastGrip,Quick Adhesive,94,6,564,13.69,486.7884,19.18,1e4390,Industrial Buyer,Delhi,Out of Stock,Cancelled,,Returned
0167db20,2023-07-05,7,2023,Retail Store,Fevicol MR,Adhesive,56,46,2576,12.71,2248.5904,10.38,8bd569,Wholesaler,Mumbai,Out of Stock,Cancelled,,Not Returned
612244f7,2023-05-26,5,2023,Retail Store,Fevicol SH,Adhesive,147,37,5439,7.66,5022.3726,23.72,de050b,Industrial Buyer,Ahmedabad,Available,Cancelled,,Not Returned
9f85c642,2024-01-26,1,2024,Retail Store,Fevicol SH,Adhesive,167,3,501,3.82,481.8618,24.18,2b03b8,Industrial Buyer,Ahmedabad,Out of Stock,Cancelled,,Returned
bfbca115,2023-10-13,10,2023,Online,Fevicol FastGrip,Quick Adhesive,131,8,1048,14.94,891.4288,14.0,f7f704,Retailer,Bangalore,Available,Delivered,10.0,Not Returned
7389ccab,2023-04-12,4,2023,Retail Store,Fevicol MR,Adhesive,57,27,1539,9.5,1392.795,24.99,e81ce1,Retailer,Hyderabad,Out of Stock,Delivered,1.0,Not Returned
51172dd8,2024-05-06,5,2024,Retail Store,Fevicol HeatX,Heat-Resistant,255,33,8415,1.96,8250.066,25.95,8665eb,Industrial Buyer,Hyderabad,Available,Pending,,Not Returned
ce13cd0c,2024-07-22,7,2024,Retail Store,Fevicol SH,Adhesive,87,49,4263,1.28,4208.4336,29.64,4f835d,Industrial Buyer,Ahmedabad,Out of Stock,Cancelled,,Returned
f3ebadc5,2023-07-03,7,2023,Retail Store,Fevicol MR,Adhesive,89,48,4272,7.85,3936.648,26.57,c27e71,Wholesaler,Mumbai,Out of Stock,Pending,,Returned
783648fa,2023-03-27,3,2023,Distributor,Fevicol SH,Adhesive,108,34,3672,3.25,3552.66,18.73,8c1bd6,Industrial Buyer,Chennai,Available,Delivered,4.0,Returned
2121f6e1,2025-01-31,1,2025,Retail Store,Fevicol HeatX,Heat-Resistant,512,7,3584,5.26,3395.4816,22.29,5367df,Retailer,Ahmedabad,Out of Stock,Cancelled,,Returned
207258fa,2025-02-04,2,2025,Online,Fevicol Marine,Industrial Glue,459,15,6885,12.81,6003.0315,11.9,ed2a2a,Direct Consumer,Bangalore,Available,Pending,,Not Returned
13e8c003,2024-02-06,2,2024,Retail Store,Fevicol FastGrip,Quick Adhesive,122,41,5002,13.16,4343.7368,20.57,cbf3a4,Direct Consumer,Delhi,Available,Delivered,6.0,Returned
132b1910,2024-12-30,12,2024,Retail Store,Fevicol MR,Adhesive,87,32,2784,13.89,2397.3024,17.64,87e362,Direct Consumer,Ahmedabad,Out of Stock,Cancelled,,Not Returned
f45c14eb,2024-01-10,1,2024,Online,Fevicol MR,Adhesive,97,4,388,2.06,380.0072,18.12,84bcf2,Wholesaler,Ahmedabad,Available,Delivered,5.0,Not Returned
6ff84cc8,2024-03-03,3,2024,Distributor,Fevicol HeatX,Heat-Resistant,172,35,6020,5.11,5712.378,13.39,cbd1cd,Retailer,Delhi,Available,Delivered,6.0,Not Returned
6995e346,2024-02-01,2,2024,Distributor,Fevicol HeatX,Heat-Resistant,213,11,2343,9.4,2122.758,26.01,27f7da,Retailer,Kolkata,Available,Cancelled,,Returned
df4a8054,2024-04-08,4,2024,Retail Store,Fevicol SH,Adhesive,134,21,2814,10.53,2517.6858,19.16,4dc077,Wholesaler,Mumbai,Out of Stock,Delivered,8.0,Returned
09b4fb2f,2024-06-22,6,2024,Retail Store,Fevicol Marine,Industrial Glue,469,23,10787,5.45,10199.1085,10.72,109127,Industrial Buyer,Chennai,Available,Cancelled,,Returned
c94b1f81,2023-05-24,5,2023,Distributor,Fevicol MR,Adhesive,63,40,2520,12.77,2198.196,12.37,16568f,Retailer,Chennai,Out of Stock,Delivered,10.0,Not Returned
6e423f86,2023-12-29,12,2023,Distributor,Fevicol HeatX,Heat-Resistant,245,34,8330,7.63,7694.421,15.09,56a63d,Direct Consumer,Ahmedabad,Available,Pending,,Returned
fddb1da7,2024-07-27,7,2024,Online,Fevicol SH,Adhesive,195,41,7995,6.27,7493.7135,15.36,ac35f9,Retailer,Hyderabad,Available,Pending,,Not Returned
ebbad6d2,2024-05-06,5,2024,Online,Fevicol FastGrip,Quick Adhesive,86,29,2494,10.1,2242.106,26.73,9c6e8a,Industrial Buyer,Ahmedabad,Available,Cancelled,,Not Returned
